id|signer|raw_glosses|glosses|words
2020-02-23/032172-032325|Signer1|山 海 附近 勁 風 將來 一兩天 濕 濕 濕 <GARBAGE> 下午 暖 暖|山 海 附近 勁 風 未來 一 兩 天 濕 濕 濕 下午 暖 暖|吹和緩東風初時離岸風勢清勁
2020-02-23/032369-032444|Signer1|今日 溫度 廿 廿 濕 濕 七+五(=七十五)|今日 溫度 二 十 二 十 濕 濕 七 五|展望隨後一兩日潮濕
2020-02-24/000380-000539|Signer1|香港 再 加 五 有 新+肺+炎(=新冠肺炎) 內 兩 人 曾經 去 北角 佛 屋|香港 再 加 五 有 新 肺 炎 內 兩 人 曾經 去 北角 佛 屋|本港多五人確診新型肺炎 其中兩人到過北角佛堂
2020-02-24/000635-000835|Signer1|南韓 一日 內 再 增加 二百 幾 病 肺+炎(=肺炎) 香港 多 旅行社 取消 三月 去 旅行團|南韓 一 日 內 再 加 二 百 幾 病 肺 炎 香港 多 旅行社 取消 三 月 去 旅行團|南韓單日再新增二百多宗確診病例 本港多間旅行社取消 下月到當地的旅行團
2020-02-24/000932-001223|Signer1|封關 完 過 一個月 武漢 早上 宣佈 某 外國 人 逗留 出城 下午 改 反口 說 消息 真 不是|封關 完 超 一 個 月 武漢 早上 說 某些 外國 人 逗留 出城 下午 變 反口 說 消息 真 不|封城超過一個月的湖北武漢 容許滯留的外地人出城 但下午改口指有關通告無效
2020-02-24/002809-003026|Signer1|! 接近 圍住 坐 或 一 房 內 時間 長 可能 例如 喫飯 時間 戴口罩 不會| 接近 圍住 坐 或者 一 房 內 時間 長 可能 例如 喫飯 時間 戴口罩 不|或一起較親密的在一間房間內 逗留時間較久 例如吃飯的時間未必會戴口罩
2020-02-24/004469-004606|Signer1|另 三 情況 內 有 兩 <BAD> 返 香港 鑽石 冠冕 船 這|另 三 情況 內 有 兩 <BAD> 返 香港 鑽石 冠冕 船 這|另外三宗個案 其中兩名患者是已返港的鑽石公主號乘客
2020-02-24/004619-004812|Signer1|有 另 兩 人 <GARBAGE> 現 病 肺+炎 有 準確 另 有 生意 人 現 二月 病 曾經 去 深圳|有 另 兩 人 今 病 肺 炎 有 準確 另 有 生意 人 今 二 月 病 曾經 去 深圳|當局說另外有兩人初步確診 同日其餘一宗 患者是一名商人 本月初曾到深圳
2020-02-24/005748-006061|Signer1|為甚麼 醫生 沒有 久等 為何 鼻道 黏液 抽 化驗 第二 未 希望 快 沒事 快 買 飛機 返 香港|為甚麼 醫生 沒 久等 為何 鼻道 黏液 抽 化驗 第 二 未 希望 快 沒事 快 買 飛機 返 香港|為甚麼等這麼久 在鼻道抽黏液來檢查 看陰性還是陽性 但就未做第二次 我很期望現在快些 如果是陰性之後 快些買機票回香港
2020-02-24/006084-006170|Signer1|先 這 地方 走 入 事 屋 聯絡 我 無|先 這 地方 走 入 事 屋 聯絡 我 沒|先離開這兒 入境事務處無聯絡過我
2020-02-24/009990-010322|Signer1|南韓 再 增加 二百 幾 人 有 新 武漢病毒 肺+炎 香港 多 旅行社 取消 三月 去 南韓 旅行團 三千 團 團 人 影響 有 宣佈 政府 去 發生 發生 地方 不能|南韓 再 加 二 百 幾 人 有 新 武漢病毒 肺 炎 香港 多 旅行社 取消 三 月 去 南韓 旅行團 三 千 團 團 人 影響 有 說 政府 去 發生 發生 地方 不能|南韓再有二百多人確診新型肺炎 本港多間旅行社取消下月出發的南韓團 超過三千個團友受影響 政府呼籲市民避免前往疫症爆發地區
2020-02-24/010337-010685|Signer1|南韓 新 武漢病毒 肺+炎 增加 勁 旺角 去 報名 旅行團 選擇 南韓 不 南韓 勁多 去 不 馬來西亞 比較 安全 留家 比較 安全 留|南韓 新 武漢病毒 肺 炎 加 勁 旺角 去 報名 旅行團 選 南韓 不 南韓 勁多 去 不 馬來西亞 比較 安全 留家 比較 安全 留|南韓新型肺炎確診數目急速上升 在旺角 有來報團的人都沒選去南韓旅遊 南韓更厲害不敢去 馬來西亞穩妥一些 留在家都安全
2020-02-24/010745-010921|Signer1|南韓 幾百 傳染 一 地方 另 地方 無 大陸 想 去 無奈 去 不到|南韓 幾 百 傳染 一 地方 另 地方 沒 內地 想 去 無奈 去 不到|南韓有幾百宗感染 數百宗只是一個地方 其他地方沒有 大陸都想去但去不到
2020-02-24/012156-012364|Signer1|很多 旅行社 說 南韓 自由行 給 訂 酒店 飛機 <GARBAGE> 如果 取消 無 這 仍然 持續 有 給 服務|多 旅行社 說 南韓 自由行 給 訂 酒店 飛機 如果 取消 沒 這 仍然 持續 有 給 服務|不少旅行社都有為去南韓的自由行旅客 提供預訂機票和酒店服務 稱除非航班取消 否則他們都會繼續提供服務
2020-02-24/018167-018349|Signer1|名 C+波(=陳茂波) 兩日 後 新 有關 生意 計劃 宣佈 <GARBAGE> 可能 消息 錢 每個 每個 派 會|名字 C 波 兩 日 後 新 有關 生意 計劃 說 可能 消息 錢 每個 每個 派 會|陳茂波後日發表新一份預算案 消息指可能全民派錢
2020-02-24/018443-018571|Signer1|馬來西亞 首相 名 馬 哈 做 退|馬來西亞 首相 名字 馬 哈 做 退|馬來西亞首相馬哈蒂爾請辭
2020-02-24/019671-020042|Signer1|另 新聞 生意 負責 名 C+波(=陳茂波) 星期三 準備 宣佈 新 生意 計劃 消息 說 可能 人人 錢 派 錢 有 政府 組 要+求 錢 派 要 再 減 以前 優惠給 優惠給 某人 計劃 不|另 新聞 生意 負責 名字 C 波 星期 三 準備 說 新 生意 計劃 消息 說 可能 人人 錢 派 錢 有 政府 組 要 求 錢 派 要 再 減 以前 優惠給 優惠給 某人 計劃 不|財政司司長陳茂波 周三發表新一份財政預算案 消息指有可能全民派錢 有政黨要求 派錢的同時不能削減過往惠及中產的措施
2020-02-24/020052-020369|Signer1|立 法律 會 內 <MUMBLE> 意見 意見 組 組 組 要+求 政府 每個 每個 派 一萬 以前 年 年 反對 <GARBAGE> 生意 民 聯 今 今年 特別 情況 一月 到今 活動 例如 停止 一樣|立 法 會 內 <MUMBLE> 意見 意見 組 組 組 要 求 政府 每個 每個 派 一 萬 以前 年 年 反對 生意 民 聯 今 今年 特別 情況 一 月 到今 活動 例如 停 一 樣|立法會內不論政見 跨黨派都要求政府全民派一萬元 包括過往多年都反對的經民聯 他們認為今年情況特殊 指一月至今經濟活動猶如停頓
2020-02-24/020384-020460|Signer1|向 政府 給 建議 希望|向 政府 給 建議 希望|我們向政府提出一些建議
2020-02-24/022537-022831|Signer1|國家 人 常 委員會 批准 批准 批准 投票 全部 順利 <GARBAGE> 延期 三月 開會 時間 再 定 <GARBAGE> 電視 開視像 開會 名 名|國 人 常 委員會 批准 批准 批准 投票 全部 順利 延後 三 月 開會 時間 再 定 電視 開視像 開會 名字 名字|全國人大常委會全票通過 推遲下月舉行的全國人大會議 時間另行決定 在本港透過視頻參與會議的 人大常委譚耀宗會後指
2020-02-24/025745-025939|Signer1|馬來西亞 政府 控制 處理 混亂 馬 哈 決定 做 退 政府 組 圈 退|馬來西亞 政府 控制 處理 混亂 馬 哈 決定 做 退 政府 組 圈 退|馬來西亞政局動盪 馬哈蒂爾提出辭任首相 而他所屬的政黨亦退出執政聯盟
2020-02-24/026917-027204|Signer1|美國 政府 主席 特朗普 <GARBAGE> 現在 工作 內 第一次 去 探 印度 說 去 探訪 生意 不 簽 小 計劃|美國 政府 主席 特朗普 現在 工作 內 第 一 次 去 探 印度 說 去 探訪 生意 不 簽 小 計劃|美國總統特朗普任內首次訪問印度 NishiokaNishiokaNNNokaNishioka6NishiokaNishioka6NishiokaNishioka有分析指 特朗普此行不會達成廣泛貿易協定 而是簽署較小型的協議
2020-02-25/000395-000633|Signer2|中學 文 筆 考試 日期 仍然 三月 廿七 即 開始 考試 中 小學 幼稚園 可能 四月 廿 復 課|中學 文 筆 考試 日期 仍然 三 月 二 十 七 即 開始 考試 中 小學 幼稚園 可能 四 月 二 十 復 課|中學文憑試筆試 如期下月二十七日起開考 中小學和幼稚園 最早四月二十日復課
2020-02-25/000741-001035|Signer2|新 肺 肺 加 三 人 三 包括 地鐵 旺角 主任 這 再 另 兩 去過 佛 佛 另 親戚|新 肺 肺 加 三 人 三 包括 地鐵 旺角 主任 這 再 另 兩 去過 佛 佛 另 親戚|再多三人確診新型肺炎 其中一人是港鐵旺角東站站務主任 另外兩人是去過北角佛堂 確診者的親戚
2020-02-25/001131-001347|Signer2|南韓 加 一百 幾 肺 肺 增加 差不多 計 總和 一千 包括 大 飛機 工作 員工 這 包括|南韓 加 一 百 幾 肺 肺 加 差不多 計算 總和 一 千 包括 大 飛機 工作 員工 這 包括|南韓再多百多宗確診新型肺炎病例 累計近一千宗 包括大韓航空一名機員
2020-02-25/001495-001746|Signer2|中學 文 筆 考試 三月 廿七 日期 仍然 考試 中 英 語言 考試 取消 不會 考 考試 場 加 防 方法 會|中學 文 筆 考試 三 月 二 十 七 日期 仍然 考試 中 英 語言 考試 取消 不 考 考試 場 加 防 方法 會|中學文憑試筆試下月27日如期開考 中英文科口試不會取消 試場會加強防疫措施
2020-02-25/001776-002108|Signer2|影響 五萬 考試 中學 文 考試 後 現 政府 教育 屋 現 定 後 日期 三月 廿七 即 開 考試 中文 語言 體育 音樂 實+習 考試 延期 五月|影響 五 萬 考試 中學 文 考試 後 今 政府 教育 屋 今 定 後 日期 三 月 二 十 七 即 開 考試 中文 語言 體育 音樂 實 習 考試 延後 五 月|影響超過五萬名考生的中學文憑試 當局落實考試安排 各科筆試及英文科口試 如期3月27日開考 中文科口試及體育音樂科實習試 押後到五月舉行
2020-02-25/007158-007349|Signer2|我 想 見 同學 很久 見 無 我 有 同學 聊電話 人 面 見 不能|我 想 見 同學 很久 見 沒 我 有 同學 聊電話 人 面 見 不能|我想見同學很久無上學 只可以與同學聊電話 就不可以看到他們真人
2020-02-25/008239-008521|Signer2|這 有 一 曾經 去 北角 佛 佛 屋 她 兒子 病 一樣 感染 佛 佛 發現 找 化驗 發現 有 這 武漢病毒 病毒 有|這 有 一 曾經 去 北角 佛 佛 屋 她 兒子 病 一 樣 感染 佛 佛 發現 找 化驗 發現 有 這 武漢病毒 病毒 有|其中一名患者到過北角佛堂福慧精舍 她的兒子也染病 當局在佛堂內物品驗出新型冠狀病毒 其中一名新增患者是55歲女子
2020-02-25/015097-015437|Signer2|現 勁多 證實 證實 證實 越來越多 <MUMBLE> 關於 天主教 關於 宗教 南韓 政府 命令 人人 去 信 每個 每個 全部 病毒 化驗 估 超過 二+一+萬(=二十一萬)|今 勁多 証實 証實 証實 越來越多 <MUMBLE> 關於 天主教 關於 宗教 南韓 政府 命令 人人 去 信 每個 每個 全部 病毒 化驗 估 超 二 一 萬|由於大量確診病例 與大邱市的新天地教會有關 南韓當局派人到新天地教會總部和分會 對所有信徒進行病毒檢測 估計超過21萬人
2020-02-25/019639-019842|Signer2|政府 財 估 計劃 明天 宣佈 稅 學 會 估 現 負 <MUMBLE> 過 五百 五百 億|政府 財 估 計劃 明天 說 稅 學 會 估 今 負 <MUMBLE> 超 五 百 五 百 億|財政預算案明日公布 稅務學會估計本年度赤字逾五百億
2020-02-25/019936-020069|Signer2|公司 名 請看 <MUMBLE> 準備 三千 裁員 裁員 大約 十二+百分比(=一成二)|公司 名字 請看 <MUMBLE> 準備 三 千 裁員 裁員 大約 十 二 百分比|Expedia宣布裁員三千人
2020-02-25/020639-020800|Signer2|請看 請看|請看 請看|佔總數約一成二
2020-02-25/023555-023919|Signer2|出錢 一次 完 這 敏感 擔心 不用 我 能 保存 一萬 一千億 有 一年 兩年 或 三年 負 負 負 這 政府 儲備 足夠|出錢 一 次 完 這 敏感 擔心 不要 我 能 保存 一 萬 一 千 億 有 一 年 兩 年 或者 三 年 負 負 負 這 政府 儲備 足夠|如果我們大部分的支出是一次性的 我們不需要太擔心 因為我們現在有一萬一千億元盈餘 就算一年兩年甚至三年赤字 我們特區政府的盈餘絕對可以承擔
2020-02-25/024243-024540|Signer2|我們 方法 如何 研究 方法 <GARBAGE> 生意 生意 生意 將 發展 將來 這 支出 上升 同等 需要|我們 方法 如何 研究 方法 生意 生意 生意 將 發展 未來 這 支出 上升 同等 需要|我們要如何開源 令我們的經濟發展 更能承受我們將來不斷上升的支出
2020-02-25/026575-026662|Signer2|特朗普 這 隊 隊 隊 調查 完|特朗普 這 隊 隊 隊 調查 完|特朗普檢閱儀仗隊
2020-02-25/026704-026841|Signer2|後 隔 去 基督 地方 紀念 門 後 花 圈 呈上|後 隔 去 基督 地方 紀念 門 後 花 圈 呈上|他之後到訪聖雄甘地紀念館 獻上花圈
2020-02-25/031390-031481|Signer2|天氣 情況 今天 晚上 會 雲 多|天氣 情況 今 晚上 會 雲 多|今晚大致多雲
2020-02-25/031561-031669|Signer2|陽光 溫暖 溫度 二+一+破折號+二+六(=二十一至二十六) 風 風 東|陽光 溫暖 溫度 二 一 至 二 六 風 風 東|氣溫介乎21至26度 吹輕微至和緩東風
2020-02-25/031679-031821|Signer2|將來 一兩日 風 勁 會 星期六 星期日 濕 濕 濕 暖 暖 會|未來 一 兩 日 風 勁 會 星期 六 星期日 濕 濕 濕 暖 暖 會|
2020-02-25/032046-032133|Signer2|今天 溫度 廿二 濕 濕 濕 八+六+百分比|今 溫度 二 十 二 濕 濕 濕 八 六 百分比|展望隨後一兩日風勢較大
2020-02-26/001196-001328|Signer1|問 新 有關 稅 稅 付 付 稅 稅 全部 退 限 二萬|問 新 有關 稅 稅 付 付 稅 稅 全部 退 限制 二 萬|本年度薪俸稅利得稅 可獲百分百退稅 上限二萬元
2020-02-26/001347-001488|Signer1|大廈 稅 稅 給 免費 有 大廈 一期 期間 限 一千 五百|大廈 稅 稅 給 免費 有 大廈 一 期 期間 限制 一 千 五 百|差餉繼續有寬免 住宅物業每戶每季上限1500元
2020-02-26/002160-002311|Signer1|歲 滿 十八 十八 香港 永遠 住 人 <GARBAGE> 每個 給 一萬 如何 用|歲 滿 十 八 十 八 香港 永遠 住 人 每個 給 一 萬 如何 用|年滿十八歲的香港永久性居民 人人獲派一萬元 會如何用
2020-02-26/002322-002429|Signer1|喫 飲茶 去 玩 買 衣服|喫 飲茶 去 玩 買 衣服|拿來食拿來飲茶 玩買件衣服穿
2020-02-26/002465-002568|Signer1|一萬 <GARBAGE> 估 用了 後 補|一 萬 估 用了 後 補|其實這一萬元幾乎已經用了
2020-02-26/002628-002763|Signer1|多 人 訂 口罩 買 消毒 各種|多 人 訂 口罩 買 消毒 各種|現在是補貼很多市民訂口罩 買給家人的消毒用品
2020-02-26/002776-002914|Signer1|大約 花+錢 先 儲蓄 不願意 即刻 出錢|大約 花 錢 先 儲蓄 不願意 即刻 出錢|已經差不多這個價錢 儲起先 為甚麼不立即花
2020-02-26/004012-004206|Signer1|我 想 快 穩定 經濟 想辨法 希望 特別 情況 宣佈 新 特別 計劃|我 想 快 穩定 經濟 想辨法 希望 特別 情況 說 新 特別 計劃|我們認為要盡快穩定經濟 整個思路希望在特殊情況下推出特殊措施
2020-02-26/004216-004371|Signer1|如果 想 快 快 錢 給 大家 人人 合 一起 經濟 消費|如果 想 快 快 錢 給 大家 人人 全部 一起 經濟 消費|如果我們要盡快將這些錢去到市民手 大家振興經濟一起消費
2020-02-26/009682-009856|Signer1|出糧 未 包 計 真 慘 難過 想 炒 或 省 一樣 不能|出糧 未 包 計算 真 慘 難過 想 炒 或者 省 一 樣 不能|更不用說出糧 你說是否很慘 就算開源節流 這些都是沒有辦法省下來
2020-02-26/012342-012628|Signer1|C+波(=陳茂波) 宣佈 要 準備 機會 未 發生 準備 計劃 有關 加 強 全部 防 系統 全部 防 防 各種 能力 有關 給 準備 錢 儲備|C 波 說 要 準備 機會 未 發生 準備 計劃 有關 加 強 全部 防 系統 全部 防 防 各種 能力 有關 給 準備 錢 儲備|陳茂波又指要未雨綢繆 加強醫療系統在防範及應對傳染病的能力 會為醫管局及衛生署在防疫工作上 提供足夠財政支援
2020-02-26/020092-020267|Signer1|武漢 香港 人 想 飛機 政府 付錢 飛機 返 香港 要 星期五 晚 前 記 簽|武漢 香港 人 想 飛機 政府 付錢 飛機 返 香港 要 星期 五 晚 前 記 簽|在武漢港人想乘坐政府首班包機回港 需要在星期五傍晚前登記
2020-02-26/020365-020566|Signer1|計算 計劃 十 億 有關 延後 試 計劃 減 供給 大廈 稅 稅 影響 危險|計算 計劃 十 億 有關 延後 試 計劃 減 供給 大廈 稅 稅 影響 危險|預算案推出10億元
2020-02-26/021406-021596|Signer1|請看 請看 這 新聞|請看 請看 這 新聞|政府即日起至星期五傍晚
2020-02-26/021607-021894|Signer1|政府 今天 即 開始 到 星期五 晚上 武漢 北 地方 有關 飛機 來 香港 簽 簽 瞭解 希望 下 一星期 最近 即|政府 今 即 開始 到 星期 五 晚上 武漢 北 地方 有關 飛機 來 香港 簽 簽 瞭解 希望 下 一 星期 最近 即|為身處湖北省武漢市 希望乘坐首批專機返港的香港居民登記 據了解
2020-02-26/021916-022162|Signer1|仍然 逗留 湖北 曾經 向 政府 <MUMBLE> 幫 香港 人 數 數 過 三千 人 區 區 區 卅七 城市 城市 城市 大約 五百 卅 人 武漢|仍然 逗留 湖北 曾經 向 政府 <MUMBLE> 幫 香港 人 數 數 超 三 千 人 區域 區域 區域 三 十 七 城市 城市 城市 大約 五 百 三 十 人 武漢|最新數字超過三千人 分布37個城市 約530人在武漢
2020-02-26/024303-024564|Signer1|新 關於 經濟 計算 計劃 宣佈 十 億 定 稅 按 試驗 某 人 估 計 支持 勁 不 不會|新 關於 經濟 計算 計劃 說 十 億 定 稅 按 試驗 某些 人 估 計算 支持 勁 不 不|新一份財政預算案 推出總值10億元的定息按揭試驗計劃 有業內人士預計 市場反應不會太熱烈
2020-02-26/026165-026268|Signer1|地 人們 覺得 反應 不會 支持 勁 不會|地 人們 覺得 反應 不 支持 勁 不|有地產界人士認為 市場反應不會太熱烈
2020-02-26/032257-032347|Signer1|今天 溫度 二+四(=二十四) 濕 百分比 八十|今 溫度 二 四 濕 百分比 八 十|
2020-02-26/032535-032643|Signer1|請看|請看|
2020-02-27/000394-000679|Signer2|人 主 組 議員 要 說 這 警察 隊 支出 再 政府 計劃 財 計劃 這 分 要 分 審 開會 政府 說 獨立 分開 不會 審|人 主 組 議員 要 說 這 警察 隊 支出 再 政府 計劃 財 計劃 這 分 要 分 審 開會 政府 說 獨立 分開 不 審|有民主派議員要求 將警隊開支同預算案分拆審議 政府表示不會將個別部門開支分拆處理
2020-02-27/000768-000985|Signer2|政府 下年 準備 圓形 地方 地方 十五 留 好 七千 七 這 十年 <BAD> 第一 少|政府 下年 準備 圓形 地方 地方 十 五 留 好 七 千 七 這 十 年 <BAD> 第 一 少|政府下年度推出15幅住宅用地 潛在供應量七千多個 是近十年最少
2020-02-27/001078-001325|Signer2|南韓 一日 增加 這 五百 證實 肺 有 這 日本 病 情況 中 小學 下 星期一 學 停|南韓 一 日 加 這 五 百 証實 肺 有 這 日本 病 情況 中 小學 下 星期 一 學 停|南韓單日新增超過五百人確診新型肺炎 日本因應疫情 所有中小學周一起停課
2020-02-27/003552-003667|Signer2|不能 立法會 這 提早 批准 完 快 快 快 不能|不能 立法會 這 提早 批准 完 快 快 快 不能|並不可能因立法會提早通過 而有所加快
2020-02-27/005003-005252|Signer2|警察 隊 提議 計劃 過程 這 要 錢 各種 這 放 估 計劃 目錄 這 全部 意思 政府 支持|警察 隊 建議 計劃 過程 這 要 錢 各種 這 放 估 計劃 目錄 這 全部 意思 政府 支持|當然警隊提案運作需要 提出資源要求 我們放了在預算案 都是我們所支持的
2020-02-27/005272-005590|Signer2|財 事 副 務 屋 説 警察 特別 這 安排 無 其他 部門 這 法律 規則 包括 分 處理 這 包括 不|財 事 副 務 屋 説 警察 特別 這 安排 沒 其他 部門 這 法 規則 包括 分 處理 這 包括 不|財經事務及庫務局亦解釋 警方的撥款無特殊安排 與其他政府部門一樣 都是按法例要求包括在預算案中 不存在分拆處理的選項
2020-02-27/007165-007269|Signer2|某 新 移民 這 香港 為何 不滿 給 錢 無|某些 新 移民 這 香港 為何 不滿 給 錢 沒|亦有新移民不滿未能受惠 我認為司長昨天的財政報告預算案
2020-02-27/011487-011617|Signer2|香港 加 肺 加 一 這 病 去 曾經 北角 佛 屋|香港 加 肺 加 一 這 病 去 曾經 北角 佛 屋|本港再多一宗新型肺炎 患者到過北角佛堂福慧精舍
2020-02-27/015408-015607|Signer2|南韓 肺 肺 證實 五百 零 五 一天 第一 上升 勁 計 計 一千 七百|南韓 肺 肺 証實 五 百 零 五 一 天 第 一 上升 勁 計算 計算 一 千 七 百|南韓再多505人確診新型肺炎 增幅是單日最大 累計感染人數超過1700人
2020-02-27/015622-015767|Signer2|肺 肺 嚴重 這 日本 一樣 今 宣佈 中 小學 下 星期一 課 停|肺 肺 嚴重 這 日本 一 樣 今 說 中 小學 下 星期 一 課 停|疫情同樣嚴峻的日本 當局宣布全國中小學下周一起停課
2020-02-27/018484-018703|Signer2|香港 口罩 線 再 準備 出產 多 做 做 估 上升 七十 萬 部分 免費 派 能夠|香港 口罩 線 再 準備 出產 多 做 做 估 上升 七 十 萬 部分 免費 派 能|再有本地口罩生產線投產 預計產量每周可以提升到70萬個 部分會免費派發
2020-02-27/018815-018955|Signer2|美國 天 文 學 專業 說 今 迷你 月亮 等 宣佈|美國 天 文 學 專業 說 今 迷你 月亮 等 說|美國天文學家 發現地球多了一顆迷你月亮
2020-02-27/025005-025297|Signer2|健康 不知道 這 現在 最近 多 每天 右腳 多 抽筋 後 這 情況 不知道 甚麼 事 我 害怕 擔心 有|健康 不知道 這 現在 最近 多 每天 右腳 多 抽筋 後 這 情況 不知道 甚麼 事 我 害怕 擔心 有|現在也不知道嬰兒是否健康 這陣子右腿每日抽筋 都不知道甚麼原因 真的很害怕很擔心
2020-02-27/025324-025669|Signer2|女 金 說 現在 丈夫 他 家 經濟 負擔 重要 他 現在 留 工作 不能 後 安排 接 來 香港 未 不能 <GARBAGE> 生活 困難 有 生計 困境|女 金 說 現在 丈夫 他 家 經濟 負擔 重要 他 現在 留 工作 不能 後 安排 接收 來 香港 未 不能 生活 困難 有 生計 困難|金女士又指 丈夫作為家中經濟支柱 因滯留當地沒有工作 擔心若未能及時安排回港 一家人的生計亦成問題
2020-02-27/031933-032065|Signer2|開始 下雨 下雨 早上 短暫 陽光 溫度 十一+破折號+二十二(=十一至二十二)|開始 下雨 下雨 早上 短暫 陽光 溫度 十 一 至 二 十 二|明日初時有一兩陣微雨
2020-02-27/032204-032280|Signer2|今天 溫度 20 濕 82 %|今 溫度 二 十 濕 八 十 二 百分比|日間短暫時間有陽光
2020-02-28/000415-000669|Signer2|名 名 英 L 字頭 楊 三人 上年 集會 非 未 批准 給 上庭 合 三人 暫 釋放 五月 審判|名字 名字 英 L 字頭 楊 三 人 上年 集會 非 未 批准 給 上庭 全部 三 人 暫 釋放 五 月 審判|黎智英李卓人和楊森 被控去年委獲准保釋准集結 五月提堂
2020-02-28/000793-000991|Signer2|肺 肺 這 病 這 養 狗 <GARBAGE> 化驗 發現 負 弱 陽 <BAD> 有 反應|肺 肺 這 病 這 養 狗 化驗 發現 負 弱 陽 <BAD> 有 反應|有新型肺炎患者飼養的狗 驗出對病毒呈弱陽性反應
2020-02-28/001119-001303|Signer2|南韓 一日 增加 五百 幾 證實 肺 日本 北海 <GARBAGE> 肺 情況 急 宣佈|南韓 一 日 加 五 百 幾 証實 肺 日本 北海 肺 情況 急 說|南韓單日新增五百多人確診 日本北海道因應疫情 宣布進入緊急狀態
2020-02-28/018185-018429|Signer2|這 世界 衞生 屋 說 現在 嚴重 後 病 散播 能 全部 宣佈 要 合 肺 肺 防 要 要|這 世界 衞生 屋 說 現在 嚴重 後 病 散播 能 全部 說 要 全部 肺 肺 防 要 要|世界衛生組織總幹事譚德塞表示 抗疫工作到了關鍵時刻 指病毒無疆界 呼籲各國全力應對疫情
2020-02-28/018542-018675|Signer2|美國 股票 勁 跌 日本 降下 一千 香港 降下 七百|美國 股票 勁 跌 日本 降下 一 千 香港 降下 七 百|美股急挫日本股市跌千點 港股亦一度跌超過七百點
2020-02-28/018808-019003|Signer2|中國 游泳 名 名 孫 他 非法 法律 非法 藥 藥 反 這 最後 罰 比賽 停 八年|內地 游泳 名字 名字 孫 他 非法 法 非法 藥 藥 反 這 最後 懲罰 比賽 停 八 年|中國泳手孫楊 因違反反禁藥條例 被罰停賽八年
2020-02-28/019501-019656|Signer2|香港 股票 <MUMBLE> 環境 受壓 最後 生 八百 <GARBAGE> 最後 六百|香港 股票 <MUMBLE> 環境 受壓 最後 生 八 百 最後 六 百|港股跟隨外圍受壓 恒指最多跌近800點 收市亦跌逾600點
2020-02-28/021469-021836|Signer2|創 創 分 分 跌 半 半 今 星期 計 計 七十+百分比(=七成) 亞 三 股票 全部 降下 降下 降下 三+百分比 日本 股票 一星期 降下 十+百分比(=一成) 到 四年 第一 降下 勁|創 創 分 分 跌 半 半 今 星期 計算 計算 七 十 百分比 亞 三 股票 全部 降下 降下 降下 三 百分比 日本 股票 一 星期 降下 十 百分比 到 四 年 第 一 降下 勁|創業板指數再跌半成 全星期累計跌近百分之7 亞太區三大股市齊跌逾百分之3 當中日本股市 全星期跌近一成 是四年來最大單周跌幅
2020-02-28/024581-024776|Signer2|地鐵 沙 中 綫 現 新 錢 估 計 計 過 百 億 <GARBAGE> 政府 反對 這 另 管理 錢|地鐵 沙 中 綫 今 新 錢 估 計算 計算 超 百 億 政府 反對 這 另 管理 錢|港鐵沙中綫最新造價 較原先估算超支過百億 政府不同意港鐵收取額外管理費 港鐵指
2020-02-28/025863-026115|Signer2|臺灣 發現 發現 兩 肺 肺 一 這 二月 中 曾經 去 日本 大阪 估 日本 去 傳染|臺灣 發現 發現 兩 肺 肺 一 這 二 月 中 曾經 去 日本 大阪 估 日本 去 傳染|台灣確診多兩宗新型肺炎 其中一人本月中曾到日本大阪旅遊 懷疑是首宗日本傳入個案
2020-02-28/027275-027458|Signer2|新 肺 肺 影響 新加坡 政府 宣佈 某 政府 高 這 減 一個月 出糧|新 肺 肺 影響 新加坡 政府 說 某些 政府 高 這 減 一 個 月 出糧|受新型肺炎疫情影響 新加坡政府宣布所有高官減薪一個月 副總理王瑞杰宣布
2020-02-28/027503-027876|Signer2|副 主席 名 名 包 主席 主席 副 指 指 指 全部 減 出糧 一個月 <GARBAGE> 議員 減 一個月 津貼 會 前 前 工作 政府 員工 另 一個月 一個月 特別 奬 錢 出錢 能夠|副 主席 名字 名字 包 主席 主席 副 指 指 指 全部 減 出糧 一 個 月 議員 減 一 個 月 津貼 會 前 前 工作 政府 員工 另 一 個 月 一 個 月 特別 奬 錢 出錢 能|包括總統總理副總理 以及所有內閣官員 全體減薪一個月 所有國會議員亦削減一個月津貼 至於在前線對抗疫情的公務員 則會獲發放一個月特別獎金
2020-02-28/032066-032203|Signer2|天氣 情況 雲 多 早上 時間 陽光 溫暖 風 風 東|天氣 情況 雲 多 早上 時間 陽光 溫暖 風 風 東|共拿到11面金牌
2020-02-28/032305-032390|Signer2|今天 溫度 二+一(=二十一) 濕 七+六+百分比(=七成六)|今 溫度 二 一 濕 七 六 百分比|
2020-02-29/000404-000644|Signer1|南韓 現 新+肺+炎(=新冠肺炎) 情況 嚴重 一日 計 增加 過 八百 人 感染 傳染 <GARBAGE> 現 有 再 病 病 有 再 發生 發現|南韓 今 新 肺 炎 情況 嚴重 一 日 計算 加 超 八 百 人 感染 傳染 今 有 再 病 病 有 再 發生 發現|南韓新型肺炎疫情嚴重 單日新增超過八百人染病 並出現首宗再確診病例
